Approved Symbol	Previous Symbols	Synonyms
RNU6-392P		
RNU6-393P		
RNU6-394P		
RNU6-395P		
RNU6-396P		
RNU6-397P		
RNU6-398P		
RNU6-399P		
RNU6-400P		
RNU6-401P		
RNU6-402P		
RNU6-403P		
RNU6-404P~withdrawn		
RNU6-405P		
RNU6-406P		
RNU6-407P		
RNU6-408P		
RNU6-409P		
RNU6-410P		
RNU6-411P		
RNU6-412P		
RNU6-413P		
RNU6-414P		
RNU6-415P		
RNU6-416P		
RNU6-417P		
RNU6-418P		
RNU6-419P		
RNU6-420P		
RNU6-421P		
RNU6-422P		
RNU6-423P~withdrawn		
RNU6-424P		
RNU6-425P		
RNU6-426P		
RNU6-427P~withdrawn		
RNU6-428P		
RNU6-429P		
RNU6-430P		
RNU6-431P		
RNU6-432P		
RNU6-433P		
RNU6-434P		
RNU6-435P		
RNU6-436P		
RNU6-437P		
RNU6-438P		
RNU6-439P		
RNU6-440P		
RNU6-441P		
RNU6-442P		
RNU6-443P		
RNU6-444P		
RNU6-445P		
RNU6-446P		
RNU6-447P		
RNU6-448P		
RNU6-449P		
RNU6-450P		
RNU6-451P		
RNU6-452P		
RNU6-453P		
RNU6-454P		
RNU6-455P		
RNU6-456P		
RNU6-457P		
RNU6-458P		
RNU6-459P~withdrawn		
RNU6-460P		
RNU6-461P		
RNU6-462P		
RNU6-463P		
RNU6-464P		
RNU6-465P		
RNU6-466P		
RNU6-467P		
RNU6-468P		
RNU6-469P		
RNU6-470P		
RNU6-471P		
RNU6-472P		
RNU6-473P		
RNU6-474P		
RNU6-475P		
RNU6-476P		
RNU6-477P		
RNU6-478P		
RNU6-479P		
RNU6-480P		
RNU6-481P		
RNU6-482P		
RNU6-483P		
RNU6-484P		
RNU6-485P		
RNU6-486P		
RNU6-487P		
RNU6-488P		
RNU6-489P		
RNU6-490P		
RNU6-491P		
RNU6-492P		
RNU6-493P		
RNU6-494P		
RNU6-495P		
RNU6-496P		
RNU6-497P		
RNU6-498P		
RNU6-499P		
RNU6-500P		
RNU6-501P		
RNU6-502P		
RNU6-503P		
RNU6-504P		
RNU6-505P		
RNU6-506P		
RNU6-507P		
RNU6-508P		
RNU6-509P		
RNU6-510P		
RNU6-511P		
RNU6-512P		
RNU6-513P		
RNU6-514P		
RNU6-515P~withdrawn		
RNU6-516P		
RNU6-517P		
RNU6-518P		
RNU6-519P		
RNU6-520P		
RNU6-521P		
RNU6-522P		
RNU6-523P		
RNU6-524P		
RNU6-525P		
RNU6-526P		
RNU6-527P		
RNU6-528P		
RNU6-529P		
RNU6-530P		
RNU6-531P		
RNU6-532P		
RNU6-533P		
RNU6-534P		
RNU6-535P		
RNU6-536P		
RNU6-537P		
RNU6-538P		
RNU6-539P		
RNU6-540P		
RNU6-541P		
RNU6-542P		
RNU6-543P		
RNU6-544P		
RNU6-545P	RNU6-292P	
RNU6-546P		
RNU6-547P		
RNU6-548P		
RNU6-549P		
RNU6-550P		
RNU6-551P		
RNU6-552P		
RNU6-553P		
RNU6-554P		
RNU6-555P		
RNU6-556P		
RNU6-557P		
RNU6-558P		
RNU6-559P		
RNU6-560P		
RNU6-561P		
RNU6-562P		
RNU6-563P		
RNU6-564P		
RNU6-565P		
RNU6-566P		
RNU6-567P		
RNU6-568P~withdrawn		
RNU6-569P~withdrawn		
RNU6-570P		
RNU6-571P		
RNU6-572P		
RNU6-573P		
RNU6-574P		
RNU6-575P		
RNU6-576P		
RNU6-577P		
RNU6-578P		
RNU6-579P		
RNU6-580P		
RNU6-581P		
RNU6-582P		
RNU6-583P		
RNU6-584P		
RNU6-585P~withdrawn		
RNU6-586P		
RNU6-587P		
RNU6-588P		
RNU6-589P		
RNU6-590P		
RNU6-591P		
RNU6-592P		
RNU6-593P		
RNU6-594P~withdrawn		
RNU6-595P		
RNU6-596P		
RNU6-597P		
RNU6-598P		
RNU6-599P		
RNU6-600P		
RNU6-601P		
RNU6-602P		
RNU6-603P	RNU6-825P	
RNU6-604P		
RNU6-605P		
RNU6-606P		
RNU6-607P		
RNU6-608P		
RNU6-609P		
RNU6-610P		
RNU6-611P		
RNU6-612P		
RNU6-613P		
RNU6-614P		
RNU6-615P		
RNU6-616P		
RNU6-617P		
RNU6-618P		
RNU6-619P		
RNU6-620P		
RNU6-621P		
RNU6-622P		
RNU6-623P		
RNU6-624P		
RNU6-625P		
RNU6-626P		
RNU6-627P		
RNU6-628P		
RNU6-629P		
RNU6-630P		
RNU6-631P		
RNU6-632P		
RNU6-633P		
RNU6-634P		
RNU6-635P		
RNU6-636P		
RNU6-637P		
RNU6-638P		
RNU6-639P		
RNU6-640P		
RNU6-641P		
RNU6-642P		
RNU6-643P		
RNU6-644P		
RNU6-645P		
RNU6-646P		
RNU6-647P		
RNU6-648P		
RNU6-649P		
RNU6-650P		
RNU6-651P		
RNU6-652P		
RNU6-653P		
RNU6-654P		
RNU6-655P		
RNU6-656P		
RNU6-657P		
RNU6-658P		
RNU6-659P		
RNU6-660P		
RNU6-661P		
RNU6-662P		
RNU6-663P		
RNU6-664P		
RNU6-665P		
RNU6-666P		
RNU6-667P		
RNU6-668P		
RNU6-669P		
RNU6-670P		
RNU6-671P~withdrawn		
RNU6-672P		
RNU6-673P		
RNU6-674P		
RNU6-675P		
RNU6-676P~withdrawn		
RNU6-677P		
RNU6-678P		
RNU6-679P		
RNU6-680P		
RNU6-681P		
RNU6-682P		
RNU6-683P~withdrawn		
RNU6-684P		
RNU6-685P		
RNU6-686P		
RNU6-687P		
RNU6-688P~withdrawn		
RNU6-689P		
RNU6-690P		
RNU6-691P~withdrawn		
RNU6-692P		
RNU6-693P		
RNU6-694P		
RNU6-695P		
RNU6-696P		
RNU6-697P		
RNU6-698P		
RNU6-699P		
RNU6-700P		
RNU6-701P		
RNU6-702P		
RNU6-703P		
RNU6-704P		
RNU6-705P		
RNU6-706P		
RNU6-707P		
RNU6-708P		
RNU6-709P		
RNU6-710P		
RNU6-711P		
RNU6-712P		
RNU6-713P		
RNU6-714P		
RNU6-715P		
RNU6-716P		
RNU6-717P		
RNU6-718P		
RNU6-719P		
RNU6-720P		
RNU6-721P		
RNU6-722P		
RNU6-723P		
RNU6-724P		
RNU6-725P		
RNU6-726P		
RNU6-727P		
RNU6-728P		
RNU6-729P		
RNU6-730P		
RNU6-731P		
RNU6-732P		
RNU6-733P		
RNU6-734P~withdrawn		
RNU6-735P		
RNU6-736P~withdrawn		
RNU6-737P		
RNU6-738P		
RNU6-739P		
RNU6-740P		
RNU6-741P		
RNU6-742P		
RNU6-743P		
RNU6-744P		
RNU6-745P		
RNU6-746P		
RNU6-747P		
RNU6-748P		
RNU6-749P		
RNU6-750P		
RNU6-751P		
RNU6-752P		
RNU6-753P		
RNU6-754P		
RNU6-755P		
RNU6-756P		
RNU6-757P		
RNU6-758P		
RNU6-759P		
RNU6-760P		
RNU6-761P		
RNU6-762P		
RNU6-763P		
RNU6-764P		
RNU6-765P		
RNU6-766P		
RNU6-767P		
RNU6-768P		
RNU6-769P		
RNU6-770P		
RNU6-771P	RNU6-1185P	
RNU6-772P		
RNU6-773P~withdrawn		
RNU6-774P		
RNU6-775P		
RNU6-776P		
RNU6-777P		
RNU6-778P		
RNU6-779P~withdrawn		
RNU6-780P		
RNU6-781P		
RNU6-782P		
RNU6-783P		
RNU6-784P		
RNU6-785P		
RNU6-786P		
RNU6-787P		
RNU6-788P		
RNU6-789P		
RNU6-790P		
RNU6-791P		
RNU6-792P		
RNU6-793P		
RNU6-794P		
RNU6-795P		
RNU6-796P		
RNU6-797P		
RNU6-798P		
RNU6-799P		
RNU6-800P		
RNU6-801P		
RNU6-802P~withdrawn		
RNU6-803P		
RNU6-804P		
RNU6-805P		
RNU6-806P		
RNU6-807P		
RNU6-808P		
RNU6-809P		
RNU6-810P		
RNU6-811P		
RNU6-812P		
RNU6-813P		
RNU6-814P~withdrawn		
RNU6-815P		
RNU6-816P		
RNU6-817P		
RNU6-818P		
RNU6-819P		
RNU6-820P		
RNU6-821P		
RNU6-822P		
RNU6-823P		
RNU6-824P		
RNU6-825P~withdrawn		
RNU6-826P		
RNU6-827P		
RNU6-828P		
RNU6-829P		
RNU6-830P		
RNU6-831P		
RNU6-832P		
RNU6-833P		
RNU6-834P		
RNU6-835P		
RNU6-836P		
RNU6-837P		
RNU6-838P		
RNU6-839P		
RNU6-840P		
RNU6-841P		
RNU6-842P		
RNU6-843P		
RNU6-844P		
RNU6-845P		
RNU6-846P~withdrawn		
RNU6-847P		
RNU6-848P		
RNU6-849P		
RNU6-850P	RNU6-1030P	
RNU6-851P		
RNU6-852P~withdrawn		
RNU6-853P		
RNU6-854P		
RNU6-855P		
RNU6-856P		
RNU6-857P		
RNU6-858P		
RNU6-859P		
RNU6-860P		
RNU6-861P		
RNU6-862P		
RNU6-863P		
RNU6-864P		
RNU6-865P		
RNU6-866P		
RNU6-867P		
RNU6-868P~withdrawn		
RNU6-869P		
RNU6-870P~withdrawn		
RNU6-871P		
RNU6-872P~withdrawn		
RNU6-873P		
RNU6-874P		
RNU6-875P		
RNU6-876P		
RNU6-877P		
RNU6-878P		
RNU6-879P		
RNU6-880P		
RNU6-881P		
RNU6-882P		
RNU6-883P		
RNU6-884P		
RNU6-885P		
RNU6-886P		
RNU6-887P		
RNU6-888P		
RNU6-889P		
RNU6-890P		
RNU6-891P		
RNU6-892P		
RNU6-893P		
RNU6-894P		
RNU6-895P		
RNU6-896P		
RNU6-897P		
RNU6-898P		
RNU6-899P		
RNU6-900P		
RNU6-901P		
RNU6-902P		
RNU6-903P		
RNU6-904P		
RNU6-905P		
RNU6-906P		
RNU6-907P		
RNU6-908P		
RNU6-909P		
RNU6-910P		
RNU6-911P		
RNU6-912P		
RNU6-913P		
RNU6-914P		
RNU6-915P		
RNU6-916P		
RNU6-917P		
RNU6-918P		
RNU6-919P		
RNU6-920P		
RNU6-921P		
RNU6-922P		
RNU6-923P		
RNU6-924P		
RNU6-925P		
RNU6-926P		
RNU6-927P		
RNU6-928P		
RNU6-929P		
RNU6-930P	RNU6-1173P	
RNU6-931P		
RNU6-932P		
RNU6-933P		
RNU6-934P		
RNU6-935P		
RNU6-936P		
RNU6-937P		
RNU6-938P		
RNU6-939P		
RNU6-940P		
RNU6-941P		
RNU6-942P		
RNU6-943P		
RNU6-944P		
RNU6-945P		
RNU6-946P		
RNU6-947P		
RNU6-948P		
RNU6-949P		
RNU6-950P		
RNU6-951P		
RNU6-952P		
RNU6-953P		
RNU6-954P		
RNU6-955P		
RNU6-956P		
RNU6-957P		
RNU6-958P		
RNU6-959P		
RNU6-960P		
RNU6-961P		
RNU6-962P~withdrawn		
RNU6-963P~withdrawn		
RNU6-964P		
RNU6-965P		
RNU6-966P		
RNU6-967P		
RNU6-968P		
RNU6-969P		
RNU6-970P		
RNU6-971P		
RNU6-972P		
RNU6-973P		
RNU6-974P		
RNU6-975P		
RNU6-976P		
RNU6-977P		
RNU6-978P		
RNU6-979P		
RNU6-980P		
RNU6-981P~withdrawn		
RNU6-982P		
RNU6-983P		
RNU6-984P		
RNU6-985P		
RNU6-986P		
RNU6-987P		
RNU6-988P		
RNU6-989P		
RNU6-990P		
RNU6-991P		
RNU6-992P		
RNU6-993P		
RNU6-994P		
RNU6-995P		
RNU6-996P		
RNU6-997P		
RNU6-998P		
RNU6-999P		
RNU6-1000P		
RNU6-1001P		
RNU6-1002P~withdrawn		
RNU6-1003P		
RNU6-1004P		
RNU6-1005P		
RNU6-1006P		
RNU6-1007P		
RNU6-1008P		
RNU6-1009P		
RNU6-1010P		
RNU6-1011P		
RNU6-1012P		
RNU6-1013P		
RNU6-1014P		
RNU6-1015P		
RNU6-1016P		
RNU6-1017P		
RNU6-1018P		
RNU6-1019P		
RNU6-1020P		
RNU6-1021P		
RNU6-1022P		
RNU6-1023P		
RNU6-1024P		
RNU6-1025P		
RNU6-1026P		
RNU6-1027P		
RNU6-1028P		
RNU6-1029P		
RNU6-1030P~withdrawn		
RNU6-1031P		
RNU6-1032P		
RNU6-1033P~withdrawn		
RNU6-1034P		
RNU6-1035P		
RNU6-1036P		
RNU6-1037P		
RNU6-1038P		
RNU6-1039P		
RNU6-1040P		
RNU6-1041P		
RNU6-1042P		
RNU6-1043P		
RNU6-1044P		
RNU6-1045P		
RNU6-1046P		
RNU6-1047P		
RNU6-1048P		
RNU6-1049P		
RNU6-1050P		
RNU6-1051P		
RNU6-1052P		
RNU6-1053P		
RNU6-1054P		
RNU6-1055P		
RNU6-1056P		
RNU6-1057P		
RNU6-1058P~withdrawn		
RNU6-1059P		
RNU6-1060P		
RNU6-1061P		
RNU6-1062P		
RNU6-1063P~withdrawn		
RNU6-1064P		
RNU6-1065P		
RNU6-1066P		
RNU6-1067P		
RNU6-1068P		
RNU6-1069P		
RNU6-1070P~withdrawn		
RNU6-1071P		
RNU6-1072P		
RNU6-1073P		
RNU6-1074P		
RNU6-1075P		
RNU6-1076P		
RNU6-1077P		
RNU6-1078P		
RNU6-1079P		
RNU6-1080P		
RNU6-1081P		
RNU6-1082P		
RNU6-1083P		
RNU6-1084P		
RNU6-1085P		
RNU6-1086P		
RNU6-1087P		
RNU6-1088P		
RNU6-1089P		
RNU6-1090P		
RNU6-1091P		
RNU6-1092P		
RNU6-1093P		
RNU6-1094P		
RNU6-1095P		
RNU6-1096P		
RNU6-1097P		
RNU6-1098P		
RNU6-1099P		
RNU6-1100P		
RNU6-1101P		
RNU6-1102P		
RNU6-1103P		
RNU6-1104P		
RNU6-1105P		
RNU6-1106P		
RNU6-1107P		
RNU6-1108P		
RNU6-1109P		
RNU6-1110P		
RNU6-1111P		
RNU6-1112P		
RNU6-1113P		
RNU6-1114P		
RNU6-1115P		
RNU6-1116P		
RNU6-1117P		
RNU6-1118P		
RNU6-1119P		
RNU6-1120P		
RNU6-1121P		
RNU6-1122P		
RNU6-1123P		
RNU6-1124P		
RNU6-1125P		
RNU6-1126P		
RNU6-1127P		
RNU6-1128P		
RNU6-1129P		
RNU6-1130P		
RNU6-1131P		
RNU6-1132P		
RNU6-1133P	RNU6-186P	
RNU6-1134P		
RNU6-1135P		
RNU6-1136P		
RNU6-1137P		
RNU6-1138P		
RNU6-1139P		
RNU6-1140P		
RNU6-1141P		
RNU6-1142P~withdrawn		
RNU6-1143P		
RNU6-1144P		
RNU6-1145P		
RNU6-1146P		
RNU6-1147P		
RNU6-1148P		
RNU6-1149P		
RNU6-1150P		
RNU6-1151P		
RNU6-1152P		
RNU6-1153P		
RNU6-1154P		
RNU6-1155P		
RNU6-1156P		
RNU6-1157P		
RNU6-1158P		
RNU6-1159P		
RNU6-1160P		
RNU6-1161P		
RNU6-1162P		
RNU6-1163P		
RNU6-1164P		
RNU6-1165P		
RNU6-1166P~withdrawn		
RNU6-1167P		
RNU6-1168P		
RNU6-1169P		
RNU6-1170P		
RNU6-1171P		
RNU6-1172P		
RNU6-1173P~withdrawn		
RNU6-1174P		
RNU6-1175P		
RNU6-1176P		
RNU6-1177P		
RNU6-1178P		
RNU6-1179P		
RNU6-1180P		
RNU6-1181P		
RNU6-1182P~withdrawn		
RNU6-1183P		
RNU6-1184P		
RNU6-1185P~withdrawn		
RNU6-1186P		
RNU6-1187P		
RNU6-1188P		
RNU6-1189P		
RNU6-1190P		
RNU6-1191P		
RNU6-1192P		
RNU6-1193P		
RNU6-1194P		
RNU6-1195P		
RNU6-1196P		
RNU6-1197P		
RNU6-1198P		
RNU6-1199P		
RNU6-1200P		
RNU6-1201P		
RNU6-1202P~withdrawn		
RNU6-1203P		
RNU6-1204P		
RNU6-1205P		
RNU6-1206P		
RNU6-1207P		
RNU6-1208P		
RNU6-1209P		
RNU6-1210P		
RNU6-1211P		
RNU6-1212P		
RNU6-1213P		
RNU6-1214P		
RNU6-1215P		
RNU6-1216P		
RNU6-1217P		
RNU6-1218P		
RNU6-1219P		
RNU6-1220P		
RNU6-1221P~withdrawn		
RNU6-1222P		
RNU6-1223P		
RNU6-1224P		
RNU6-1225P		
RNU6-1226P		
RNU6-1227P		
RNU6-1228P		
RNU6-1229P		
RNU6-1230P		
RNU6-1231P		
RNU6-1232P		
RNU6-1233P		
RNU6-1234P		
RNU6-1235P		
RNU6-1236P		
RNU6-1237P		
RNU6-1238P		
RNU6-1239P		
RNU6-1240P		
RNU6-1241P		
RNU6-1242P		
RNU6-1243P		
RNU6-1244P		
RNU6-1245P		
RNU6-1246P		
RNU6-1247P		
RNU6-1248P		
RNU6-1249P		
RNU6-1250P		
RNU6-1251P		
RNU6-1252P		
RNU6-1253P~withdrawn		
RNU6-1254P		
RNU6-1255P		
RNU6-1256P		
RNU6-1257P		
RNU6-1258P		
RNU6-1259P~withdrawn		
RNU6-1260P		
RNU6-1261P		
RNU6-1262P		
RNU6-1263P		
RNU6-1264P		
RNU6-1265P		
RNU6-1266P		
RNU6-1267P		
RNU6-1268P		
RNU6-1269P		
RNU6-1270P		
RNU6-1271P		
RNU6-1272P		
RNU6-1273P		
RNU6-1274P		
RNU6-1275P		
RNU6-1276P		
RNU6-1277P		
RNU6-1278P		
RNU6-1279P		
RNU6-1280P		
RNU6-1281P		
RNU6-1282P		
RNU6-1283P		
RNU6-1284P		
RNU6-1285P		
RNU6-1286P		
RNU6-1287P		
RNU6-1288P		
RNU6-1289P		
RNU6-1290P		
RNU6-1291P		
RNU6-1292P		
RNU6-1293P		
RNU6-1294P		
RNU6-1295P~withdrawn		
RNU6-1296P		
RNU6-1297P		
RNU6-1298P		
RNU6-1299P		
RNU6-1300P		
RNU6-1301P		
RNU6-1302P~withdrawn		
RNU6-1303P		
RNU6-1304P		
RNU6-1305P		
RNU6-1306P		
RNU6-1307P		
RNU6-1308P		
RNU6-1309P		
RNU6-1310P		
RNU6-1311P		
RNU6-1312P		
RNU6-1313P		
RNU6-1314P		
RNU6-1315P		
RNU6-1316P		
RNU6-1317P		
RNU6-1318P		
RNU6-1319P		
RNU6-1320P		
RNU6-1321P		
RNU6-1322P		
RNU6-1323P		
RNU6-1324P		
RNU6-1325P		
RNU6-1326P		
RNU6-1327P		
RNU6-1328P		
RNU6-1329P		
RNU6-1330P		
RNU6-1331P		
RNU6-1332P		
RNU6-1333P		
RNU6-1334P		
RNU6-1335P		
RNU6-1336P		
RNU6-1337P		
RNU6-1338P		
RNU6-1339P		
RNU6-1340P		
RNU6ATAC		RNU6ATAC1
RNU6ATAC2P		
RNU6ATAC3P		
RNU6ATAC4P		
RNU6ATAC5P		
RNU6ATAC6P		
RNU6ATAC7P		
RNU6ATAC8P		
RNU6ATAC9P		
RNU6ATAC10P		
RNU6ATAC11P		
RNU6ATAC12P		
RNU6ATAC13P		
RNU6ATAC14P		
RNU6ATAC15P		
RNU6ATAC16P		
RNU6ATAC17P		
RNU6ATAC18P		
RNU6ATAC19P		
RNU6ATAC20P		
RNU6ATAC21P		
RNU6ATAC22P		
RNU6ATAC23P		
RNU6ATAC24P		
RNU6ATAC25P		
RNU6ATAC26P		
RNU6ATAC27P		
RNU6ATAC28P		
RNU6ATAC29P		
RNU6ATAC30P		
RNU6ATAC31P		
RNU6ATAC32P		
RNU6ATAC33P		
RNU6ATAC34P		
RNU6ATAC35P		
RNU6ATAC36P		
RNU6ATAC37P		
RNU6ATAC38P		
RNU6ATAC39P		
RNU6ATAC40P		
RNU6ATAC41P		
RNU6ATAC42P		
RNU6V		87U6, LH87
RNU7-1	RNU7	U7.1
RNU7-2P		U7.2
RNU7-3P		U7.3
RNU7-4P	RNU7-132P	U7.4
RNU7-5P		U7.5
RNU7-6P		U7.6
RNU7-7P		U7.7
RNU7-8P	RNU7-139P	U7.8
RNU7-9P		U7.9
RNU7-10P		U7.10
RNU7-11P		U7.11
RNU7-12P	RNU7-100P	U7.12
RNU7-13P		U7.13
RNU7-14P		U7.14
RNU7-15P		U7.15
RNU7-16P		U7.16
RNU7-17P		U7.17
RNU7-18P	RNU7-142P	U7.18
RNU7-19P		U7.19
RNU7-20P		U7.20
RNU7-21P		U7.21
RNU7-22P		U7.22
RNU7-23P		U7.23
RNU7-24P	RNU7P3	U7.24, HSU7.25
RNU7-25P		U7.25
RNU7-26P		U7.26
RNU7-27P		U7.27
RNU7-28P		U7.28
RNU7-29P		U7.29
RNU7-30P		U7.30
RNU7-31P		U7.31
RNU7-32P		U7.32
RNU7-33P		U7.33
RNU7-34P		U7.34
RNU7-35P		U7.35
RNU7-36P	RNU7-112P	U7.36
RNU7-37P		U7.37
RNU7-38P		U7.38
RNU7-39P		U7.39
RNU7-40P		U7.40
RNU7-41P		U7.41
RNU7-42P		U7.42
RNU7-43P	RNU7-118P	U7.43
RNU7-44P		U7.44
RNU7-45P		U7.45
RNU7-46P		U7.46
RNU7-47P		U7.47
RNU7-48P		U7.48
RNU7-49P		U7.49
RNU7-50P		U7.50
RNU7-51P		U7.51
RNU7-52P		U7.52
RNU7-53P		U7.53
RNU7-54P		U7.54
RNU7-55P	RNU7P4	HSU7.36, U7.55
RNU7-56P		U7.56
RNU7-57P		U7.57
RNU7-58P		U7.58
RNU7-59P		U7.59
RNU7-60P		U7.60
RNU7-61P		U7.61
RNU7-62P		U7.62
RNU7-63P		U7.63
RNU7-64P		U7.64
RNU7-65P		U7.65
RNU7-66P		U7.66
RNU7-67P		U7.67
RNU7-68P	RNU7P1	HSU7.732A, U7.68
RNU7-69P		U7.69
RNU7-70P		U7.70
RNU7-71P		U7.71
RNU7-72P		U7.72
RNU7-73P		U7.73
RNU7-74P		U7.74
RNU7-75P		U7.75
RNU7-76P		U7.76
RNU7-77P		U7.77
RNU7-78P		U7.78
RNU7-79P		U7.79
RNU7-80P		U7.80
RNU7-81P		U7.81
RNU7-82P	RNU7-163P	U7.82
RNU7-83P		U7.83
RNU7-84P		U7.84
RNU7-85P		U7.85
RNU7-86P	RNU7P2	HSU7.7/32B
RNU7-87P		
RNU7-88P		
RNU7-89P		
RNU7-90P		
RNU7-91P~withdrawn		
RNU7-92P		
RNU7-93P		
RNU7-94P		
RNU7-95P		
RNU7-96P		
RNU7-97P		
RNU7-98P~withdrawn		
RNU7-99P		
RNU7-100P~withdrawn		
RNU7-101P~withdrawn		
RNU7-102P		
RNU7-103P		
RNU7-104P		
RNU7-105P		
RNU7-106P		
RNU7-107P		
RNU7-108P~withdrawn		
RNU7-109P~withdrawn		
RNU7-110P		
RNU7-111P		
RNU7-112P~withdrawn		
RNU7-113P		
RNU7-114P~withdrawn		
RNU7-115P		
RNU7-116P		
RNU7-117P~withdrawn		
RNU7-118P~withdrawn		
RNU7-119P		
RNU7-120P		
RNU7-121P		
RNU7-122P~withdrawn		
RNU7-123P		
RNU7-124P		
RNU7-125P	RNU7-135P	
RNU7-126P		
RNU7-127P		
RNU7-128P		
RNU7-129P		
RNU7-130P		
RNU7-131P~withdrawn		
RNU7-132P~withdrawn		
RNU7-133P		
RNU7-134P		
RNU7-135P~withdrawn		
RNU7-136P		
RNU7-137P		
RNU7-138P		
RNU7-139P~withdrawn		
RNU7-140P		
RNU7-141P		
RNU7-142P~withdrawn		
RNU7-143P		
RNU7-144P		
RNU7-145P~withdrawn		
RNU7-146P~withdrawn		
RNU7-147P		
RNU7-148P		
RNU7-149P		
RNU7-150P~withdrawn		
RNU7-151P		
RNU7-152P		
RNU7-153P		
RNU7-154P		
RNU7-155P		
RNU7-156P		
RNU7-157P		
RNU7-158P~withdrawn		
RNU7-159P		
RNU7-160P		
RNU7-161P		
RNU7-162P~withdrawn		
RNU7-163P~withdrawn		
RNU7-164P		
RNU7-165P		
RNU7-166P~withdrawn		
RNU7-167P		
RNU7-168P~withdrawn		
RNU7-169P		
RNU7-170P		
RNU7-171P		
RNU7-172P		
RNU7-173P		
RNU7-174P		
RNU7-175P		
RNU7-176P		
RNU7-177P~withdrawn		
RNU7-178P~withdrawn		
RNU7-179P		
RNU7-180P		
RNU7-181P		
RNU7-182P		
RNU7-183P		
RNU7-184P~withdrawn		
RNU7-185P		
RNU7-186P		
RNU7-187P		
RNU7-188P		
RNU7-189P~withdrawn		
RNU7-190P		
RNU7-191P~withdrawn		
RNU7-192P		
RNU7-193P		
RNU7-194P		
RNU7-195P		
RNU7-196P		
RNU7-197P		
RNU7-198P~withdrawn		
RNU7-199P~withdrawn		
RNU7-200P		
RNU7P3~withdrawn		
RNU11		U11, RNU11-1
RNU11-2P		
RNU11-3P		
RNU11-4P		
RNU11-5P		
RNU11-6P		
RNU12	RNU12P	RNU12-1
RNU12-2P	RNU12, RNU12P	U12
RNU17C~withdrawn		
RNU40~withdrawn		
RNU86~withdrawn		
RNU105A~withdrawn		
RNU105B		E1-2
RNU105C		E1-5, E1-6, U105C
RNVU1-1	RNU1P10, RNU1-10P, RNVU1-10	vU1.1, U1P14, U1.4, vU1.10, RNU1-53
RNVU1-2		vU1.2, RNU1-71
RNVU1-3	RNVU1-12	vU1.3, RNU1-113, vU1.12, RNU1-151
RNVU1-4	RNVU1-5	vU1.4, RNU1-102, vU1.5, RNU1-50
RNVU1-5~withdrawn		
RNVU1-6		vU1.6, RNU1-99
RNVU1-7	RNU1-9, RNU1-9P, RNVU1-9, RNU1-6P, RNU1-26P	vU1.7, vU1.9
RNVU1-8		vU1.8, RNU1-145
RNVU1-9~withdrawn		
RNVU1-10~withdrawn		
RNVU1-11	RNU1P2, RNU1-12P	vU1.11, U1P2A
RNVU1-12~withdrawn		
RNVU1-13~withdrawn		
RNVU1-14		vU1.14, RNU1-37
RNVU1-15	RNVU1-16	vU1.15, RNU1-66, vU1.16, RNU1-121
RNVU1-16~withdrawn		
RNVU1-17		vU1.17, RNU1-127
RNVU1-18	RNU1P1, RNU1-5, RNU1-25, RNU1-25P	vU1.18, U1P101, U1P15, U1.15
RNVU1-19	RNVU1-13	vU1.19, RNU1-126, vU1.13, RNU1-147
RNVU1-20		vU1.20, RNU1-110
RNY1		hY1
RNY1P1		
RNY1P2		
RNY1P3		
RNY1P4		
RNY1P5		
RNY1P6		
RNY1P7		
RNY1P8		
RNY1P9	KLHL22-IT1, RNYP1	
RNY1P10		
RNY1P11		
RNY1P12		
RNY1P13		
RNY1P14		
RNY1P15		
RNY1P16		
RNY3		hY3
RNY3P1		
RNY3P2		
RNY3P3		
RNY3P4		
RNY3P5		
RNY3P6		
RNY3P7		
RNY3P8		
RNY3P9		
RNY3P10		
RNY3P11		
RNY3P12		
RNY3P13		
RNY3P14		
RNY3P15		
RNY3P16		
RNY4		HY4
RNY4P1		hY4.B8
RNY4P2		hY4.B7
RNY4P3		hY4.F2
RNY4P4		
RNY4P5		
RNY4P6		
RNY4P7		
RNY4P8		
RNY4P9		
RNY4P10		
RNY4P11		
RNY4P12~withdrawn		
RNY4P13		
RNY4P14		
RNY4P15		
RNY4P16		
RNY4P17		
RNY4P18		
RNY4P19		
RNY4P20		
RNY4P21		
RNY4P22		
RNY4P23		
RNY4P24		
RNY4P25		
RNY4P26		
RNY4P27		
RNY4P28		
RNY4P29		
RNY4P30		
RNY4P31		
RNY4P32~withdrawn		
RNY4P33~withdrawn		
RNY4P34		
RNY4P35~withdrawn		
RNY4P36		
RNY4P37		
RNY5		
RNY5P1		
RNY5P2		
RNY5P3		
RNY5P4		
RNY5P5		
RNY5P6		
RNY5P7		
RNY5P8		
RNY5P9		
RNY5P10		
ROBO1		DUTT1, FLJ21882, SAX3
ROBO2		KIAA1568
ROBO2P1		
ROBO3	HGPPS	RBIG1, FLJ21044, HGPS
ROBO4		FLJ20798, MRB, ECSM4
ROCK1		p160ROCK
ROCK1P1		
ROCK2		
ROGDI		FLJ22386
ROM1		TSPAN23, ROM
ROMO1	C20orf52	bA353C18.2, MTGMP
RONU~withdrawn		
ROPN1		ODF6, ropporin, ROPN1A, CT91
ROPN1B		
ROPN1L		ASP, FLJ25776, RSPH11
ROPN1L-AS1		
